device_id,timestamp,temperature,vaccine_type,batch
130600112769,2026-01-30T12:52:41.975297,11.98,COVID-19,BATCH-2024-001
130600112769,2026-01-30T13:07:41.975297,11.90,COVID-19,BATCH-2024-001
130600112769,2026-01-30T13:22:41.975297,12.72,COVID-19,BATCH-2024-001
130600112769,2026-01-30T13:37:41.975297,10.26,COVID-19,BATCH-2024-001
130600112769,2026-01-30T13:52:41.975297,12.21,COVID-19,BATCH-2024-001
130600112769,2026-01-30T14:07:41.975297,13.26,COVID-19,BATCH-2024-001
130600112769,2026-01-30T14:22:41.975297,12.22,COVID-19,BATCH-2024-001
130600112769,2026-01-30T14:37:41.975297,12.56,COVID-19,BATCH-2024-001
130600112769,2026-01-30T14:52:41.975297,10.79,COVID-19,BATCH-2024-001
130600112769,2026-01-30T15:07:41.975297,13.03,COVID-19,BATCH-2024-001
130600112769,2026-01-30T15:22:41.975297,13.68,COVID-19,BATCH-2024-001
130600112769,2026-01-30T15:37:41.975297,10.87,COVID-19,BATCH-2024-001
130600112769,2026-01-30T15:52:41.975297,11.17,COVID-19,BATCH-2024-001
130600112769,2026-01-30T16:07:41.975297,10.39,COVID-19,BATCH-2024-001
130600112769,2026-01-30T16:22:41.975297,13.39,COVID-19,BATCH-2024-001
130600112769,2026-01-30T16:37:41.975297,13.72,COVID-19,BATCH-2024-001
130600112769,2026-01-30T16:52:41.975297,11.98,COVID-19,BATCH-2024-001
130600112769,2026-01-30T17:07:41.975297,13.73,COVID-19,BATCH-2024-001
130600112769,2026-01-30T17:22:41.975297,12.22,COVID-19,BATCH-2024-001
130600112769,2026-01-30T17:37:41.975297,11.75,COVID-19,BATCH-2024-001
130600112769,2026-01-30T17:52:41.975297,11.78,COVID-19,BATCH-2024-001
130600112769,2026-01-30T18:07:41.975297,10.89,COVID-19,BATCH-2024-001
130600112769,2026-01-30T18:22:41.975297,12.52,COVID-19,BATCH-2024-001
130600112769,2026-01-30T18:37:41.975297,10.26,COVID-19,BATCH-2024-001
130600112769,2026-01-30T18:52:41.975297,11.73,COVID-19,BATCH-2024-001
130600112769,2026-01-30T19:07:41.975297,10.69,COVID-19,BATCH-2024-001
130600112769,2026-01-30T19:22:41.975297,10.85,COVID-19,BATCH-2024-001
130600112769,2026-01-30T19:37:41.975297,11.88,COVID-19,BATCH-2024-001
130600112769,2026-01-30T19:52:41.975297,13.61,COVID-19,BATCH-2024-001
130600112769,2026-01-30T20:07:41.975297,13.40,COVID-19,BATCH-2024-001
130600112769,2026-01-30T20:22:41.975297,13.18,COVID-19,BATCH-2024-001
130600112769,2026-01-30T20:37:41.975297,11.32,COVID-19,BATCH-2024-001
130600112769,2026-01-30T20:52:41.975297,12.98,COVID-19,BATCH-2024-001
130600112769,2026-01-30T21:07:41.975297,10.36,COVID-19,BATCH-2024-001
130600112769,2026-01-30T21:22:41.975297,12.53,COVID-19,BATCH-2024-001
130600112769,2026-01-30T21:37:41.975297,13.40,COVID-19,BATCH-2024-001
130600112769,2026-01-30T21:52:41.975297,11.16,COVID-19,BATCH-2024-001
130600112769,2026-01-30T22:07:41.975297,11.97,COVID-19,BATCH-2024-001
